State,Fips,Postal,Name,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen
13,279,GA,Toombs County,27725,25254,30188,32480,33139,30331,32002,32915,31820,35374
13,281,GA,Towns County,34767,35861,37518,40383,41127,35791,38207,36858,37826,43400
13,283,GA,Treutlen County,25503,26393,27611,29442,30210,29002,30809,30131,32063,34775
13,285,GA,Troup County,36438,37149,38871,40867,37681,40329,39422,39370,38598,45052
13,287,GA,Turner County,26081,27137,28267,30582,29745,29069,26845,25480,26408,34615
13,289,GA,Twiggs County,31782,33743,34395,36096,34823,34000,35232,34528,36549,39634
13,291,GA,Union County,34903,34349,37945,42302,40841,37631,37540,39206,38334,43426
13,293,GA,Upson County,30946,32116,33106,35046,33952,33560,33461,33483,34395,37911
13,295,GA,Walker County,34234,35761,36334,37568,39360,38497,36854,37813,36628,43145
13,297,GA,Walton County,49756,51647,53798,53022,54479,50321,51913,52747,52737,57789
13,299,GA,Ware County,29413,30047,31944,34286,34983,31004,33176,31529,33017,34869
13,301,GA,Warren County,28536,29507,30235,31964,32439,30056,29764,30946,30063,33918
13,303,GA,Washington County,31083,31894,31183,34760,35394,32698,33199,34117,33068,39721
13,305,GA,Wayne County,33566,35426,36535,38773,37445,36239,36562,37082,37957,41636
13,307,GA,Webster County,29131,29990,30972,33287,33757,31931,31216,32842,32789,37843
13,309,GA,Wheeler County,24491,25946,27984,31707,31728,28182,29834,29780,27514,33896
13,311,GA,White County,38380,37923,41804,41325,42511,40827,40120,39753,41283,45291
13,313,GA,Whitfield County,41520,41203,41964,43408,44060,40050,40117,38452,39860,42699
13,315,GA,Wilcox County,27193,23848,30133,31697,31128,30792,31442,30500,31241,36641
13,317,GA,Wilkes County,28386,29915,30741,32461,32021,29587,30451,30720,31957,36689
13,319,GA,Wilkinson County,32561,32156,35063,35367,40093,34660,35530,38570,36219,39078
13,321,GA,Worth County,32414,34136,35752,37643,37353,36005,37436,35308,35815,39916
15,000,HI,Hawaii,51359,56133,60554,62613,66701,63741,62774,62071,66086,69168
15,001,HI,Hawaii County,42043,47007,51454,55779,51402,50739,46444,46186,49048,50923
15,003,HI,Honolulu County,54714,59963,62534,64849,70010,67019,67519,65489,70779,74085
15,005,HI,Kalawao County,.,.,0,,,,.,.,.,.
15,007,HI,Kauai County,45146,56865,50764,55786,62501,55723,52714,56937,55614,59940
15,009,HI,Maui County,49065,54537,57468,60435,64150,58167,56206,57789,59281,65470
16,000,ID,Idaho,40509,41269,42846,46136,47561,44644,43259,43345,45296,47497
16,001,ID,Ada County,50754,51343,53909,55121,57159,53828,50909,50701,54337,55932
16,003,ID,Adams County,32187,38028,33062,37796,37479,35932,34730,32752,34207,40904
16,005,ID,Bannock County,38943,37641,40919,44150,47819,44451,40946,41749,42993,44942
16,007,ID,Bear Lake County,36292,38277,37730,42360,40589,42199,39469,42327,42134,49829
16,009,ID,Benewah County,34724,35274,37736,38402,39173,36635,36906,39327,40069,42908
16,011,ID,Bingham County,38966,40771,40603,42714,45890,43262,43571,45354,46816,51068
16,013,ID,Blaine County,54131,55431,60028,65857,65239,62717,59191,60448,59910,72557
16,015,ID,Boise County,41566,42459,45058,48991,50834,49056,46871,48657,48986,53671
16,017,ID,Bonner County,35852,36731,40456,42420,41630,41270,40119,41255,39720,44964
16,019,ID,Bonneville County,46709,45673,46867,51260,52254,49446,49979,49748,50347,53032
16,021,ID,Boundary County,34019,34282,35207,37653,40817,38618,37037,33655,38257,43540
16,023,ID,Butte County,34066,31828,36734,38084,39822,40650,41368,41026,43611,45909
16,025,ID,Camas County,37654,39233,42243,49016,49282,47758,46483,45439,48621,52508
16,027,ID,Canyon County,39433,40785,41734,43132,43976,39457,42419,39132,41700,44326
16,029,ID,Caribou County,42210,42289,43219,48066,50040,51060,49208,49665,55010,59291
16,031,ID,Cassia County,35023,36495,37219,37837,41740,40389,40739,41393,42155,47532
16,033,ID,Clark County,30973,32687,34599,37845,40608,41580,41387,40581,44997,47269
16,035,ID,Clearwater County,34789,35828,37327,38785,39413,39800,38124,38086,38980,43904
16,037,ID,Custer County,34899,35166,37377,41042,41450,41773,42575,44234,44309,45132
16,039,ID,Elmore County,37148,40144,40050,50920,45407,41922,40475,43120,42391,45699
16,041,ID,Franklin County,40910,38436,42311,45370,48315,45404,43936,46348,46607,48222
16,043,ID,Fremont County,36101,36470,42420,40571,41295,41316,38407,41411,41629,47855
16,045,ID,Gem County,36992,36711,39709,41392,43555,42396,40110,40541,40399,47499
16,047,ID,Gooding County,34819,35718,36121,39039,41993,36298,37751,39670,39809,45172
16,049,ID,Idaho County,31511,32380,34271,36952,36400,34778,35715,39184,36365,42880
16,051,ID,Jefferson County,42895,42571,43358,47726,52743,50649,50123,47827,50080,57269
16,053,ID,Jerome County,36165,37304,38146,41790,43668,39636,40229,39454,43384,45177
16,055,ID,Kootenai County,41639,38976,41047,46724,49721,47196,43826,47026,46886,54989
16,057,ID,Latah County,36346,36781,36961,42031,41250,38817,40942,42350,40873,47399
16,059,ID,Lemhi County,31153,32590,33189,37523,36423,34890,34757,36319,36797,42157
16,061,ID,Lewis County,35987,34721,37008,36089,39831,38737,37742,40149,40035,45209
16,063,ID,Lincoln County,36658,37816,37226,40271,42557,46100,39517,40460,42224,46622
16,065,ID,Madison County,32569,34727,34251,39543,42160,35400,36202,33343,37565,40726
16,067,ID,Minidoka County,33739,35548,35305,39490,42979,42051,39802,40779,42978,44501
16,069,ID,Nez Perce County,38526,38750,41925,40726,46680,42989,43580,43662,45155,50009
16,071,ID,Oneida County,36834,37678,40436,41439,44846,43057,44425,43519,44628,49514
16,073,ID,Owyhee County,31315,30743,32753,35683,36177,33753,36670,33518,38197,37834
16,075,ID,Payette County,36622,37434,40104,42754,40707,45974,39724,39031,41314,45551
16,077,ID,Power County,34248,34797,34336,38259,41902,38509,39555,39288,40713,48066
16,079,ID,Shoshone County,30280,30880,32204,35095,38293,35168,36129,36811,37294,41089
16,081,ID,Teton County,45993,46680,50736,51900,56228,57999,52272,51561,54231,57537
16,083,ID,Twin Falls County,36891,38406,39468,39977,42210,41194,42007,41942,41499,48275
16,085,ID,Valley County,42852,43471,42582,50868,50798,47457,45248,46210,46314,53568
16,087,ID,Washington County,32195,32712,32867,37009,37222,36152,35774,35232,36767,41116
17,000,IL,Illinois,47711,50270,52012,54141,56230,53974,52967,53271,55126,56610
17,001,IL,Adams County,39304,39945,39859,43602,44555,41582,41734,43293,46038,46738
17,003,IL,Alexander County,25874,27404,28791,28443,28725,28370,29278,28499,28933,33029
17,005,IL,Bond County,39804,40950,42307,46974,45930,45520,46364,44945,46639,53229
17,007,IL,Boone County,54926,55521,56745,59405,62531,60425,57323,57708,60433,64115
17,009,IL,Brown County,37744,39550,39239,42205,42660,42134,43640,46160,46481,51241
17,011,IL,Bureau County,43539,43667,42288,45794,46891,47015,45580,48474,48005,53106
17,013,IL,Calhoun County,40032,39994,42035,43889,44146,44930,45772,47218,47131,52550
17,015,IL,Carroll County,39086,40689,40811,41515,45301,41578,47032,42996,47376,47692
17,017,IL,Cass County,37819,39139,39485,40318,40561,41828,43183,40065,44651,48924
17,019,IL,Champaign County,39914,40225,43271,44237,45840,42101,45803,42847,46708,49664
17,021,IL,Christian County,39839,39230,38553,41660,44711,43182,44253,46401,43393,52875
17,023,IL,Clark County,39057,38587,40506,44826,48357,43003,44312,48940,47404,50153
17,025,IL,Clay County,34353,34224,34216,36401,39490,37055,38091,38445,40573,46149
17,027,IL,Clinton County,48926,50601,49896,52996,55683,53873,52650,59711,60498,65984
17,029,IL,Coles County,34374,36033,34542,36007,38377,37790,38242,40623,36093,42529
17,031,IL,Cook County,43584,48919,50682,52554,54559,52516,51457,50806,52160,54643
17,033,IL,Crawford County,37602,36099,38876,41724,42564,40572,41612,46307,44363,51594
17,035,IL,Cumberland County,39509,40263,42378,40875,45301,41962,43448,47145,44384,51989
17,037,IL,DeKalb County,48148,48576,51326,54945,55266,51087,52106,52091,50502,58071
17,039,IL,De Witt County,43663,46135,44572,47415,47645,47820,48662,56147,51794,58034
17,041,IL,Douglas County,44206,42910,44845,46166,45359,49916,48469,48671,52758,51941
17,043,IL,DuPage County,66697,70610,73687,73818,77040,73554,72470,74122,78131,78053
17,045,IL,Edgar County,37134,37261,35926,40544,42522,40560,39386,43596,42645,48689
17,047,IL,Edwards County,37731,38825,38188,40970,41275,40030,43044,41239,43124,50063
17,049,IL,Effingham County,43199,42441,44214,48003,45192,47485,49001,48632,51319,54822
17,051,IL,Fayette County,34420,31754,35089,38527,39534,39611,38966,40247,41997,46545
17,053,IL,Ford County,42629,41461,44025,46388,51313,45821,48622,49206,48652,56305
17,055,IL,Franklin County,32398,32204,32279,33963,34456,32417,32853,36610,38992,38233
17,057,IL,Fulton County,36924,36989,39258,40668,40135,40694,40749,46539,41899,49080
17,059,IL,Gallatin County,29997,29780,30848,33799,34580,34319,37287,36722,38126,44075
17,061,IL,Greene County,35422,36057,36479,37685,38678,39226,40399,42534,41576,45175
17,063,IL,Grundy County,59216,59188,63407,62835,60738,63349,60130,63685,63167,74203
17,065,IL,Hamilton County,34561,33826,35471,37500,38115,39337,40670,41446,42673,45875
17,067,IL,Hancock County,40030,38514,40655,45213,41730,43774,41520,43850,45183,51374
17,069,IL,Hardin County,30428,32604,31690,33455,31547,33367,34228,35596,36576,40265
17,071,IL,Henderson County,38403,37156,38557,40939,43252,43041,43212,45217,47047,49310
17,073,IL,Henry County,44284,43167,45169,46209,48959,50193,49262,50445,53998,55386
17,075,IL,Iroquois County,40971,41277,43566,44003,46529,46419,43873,48577,47201,51096
17,077,IL,Jackson County,27705,27185,29495,31146,34763,30899,32739,32868,31900,37026
17,079,IL,Jasper County,40270,40867,39872,42723,44445,47087,46000,46257,48726,56296
17,081,IL,Jefferson County,35818,38891,38393,41705,38875,38326,40527,42601,40596,43720
17,083,IL,Jersey County,45455,47136,48518,54031,51256,48573,54278,55416,52049,59106
17,085,IL,Jo Daviess County,43465,44051,47329,48000,51237,47103,45972,51293,49671,53469
17,087,IL,Johnson County,36157,38021,38243,42277,42382,40497,41743,42357,43237,43584
17,089,IL,Kane County,61246,63429,64109,68513,66834,66604,65430,66133,64870,73950
17,091,IL,Kankakee County,43651,45906,49742,47009,49987,49375,45707,46046,50985,52634
17,093,IL,Kendall County,76568,72790,74542,77938,85630,82835,79542,82934,84816,84869
17,095,IL,Knox County,36358,35794,37624,37880,38996,40056,39409,39803,40973,42423
17,097,IL,Lake County,67039,69173,75161,77904,78617,76336,74594,74306,74459,77600
17,099,IL,La Salle County,43848,42007,46540,48218,49617,52208,49414,48945,49431,52848
17,101,IL,Lawrence County,33809,35134,35975,37921,38999,36587,37428,38934,39474,43197
17,103,IL,Lee County,44205,46582,44962,47602,50391,46901,48749,48388,50304,56257
17,105,IL,Livingston County,45591,50366,46752,47442,50972,50173,51427,53249,55150,56968
17,107,IL,Logan County,40475,43924,45579,44690,52525,45722,48311,46863,47111,54798
17,109,IL,McDonough County,32832,33853,35050,34690,39874,36381,37890,38916,40487,45496
17,111,IL,McHenry County,70438,71175,72428,74115,79656,74669,69290,70682,76417,79201
17,113,IL,McLean County,51176,51724,51515,55018,58474,56471,59719,58791,62129,64909
17,115,IL,Macon County,39047,39834,41738,44752,45664,44407,42206,44725,44889,48434
17,117,IL,Macoupin County,40195,40913,43159,44025,45009,44673,45995,46525,48349,53694
17,119,IL,Madison County,45326,47235,47071,52073,51207,50628,51706,50462,51736,56489
17,121,IL,Marion County,36144,33668,36899,38262,41759,37277,38182,40056,40890,43727
17,123,IL,Marshall County,44655,46613,44195,48338,50701,46526,48647,50571,53100,54769
17,125,IL,Mason County,38260,38478,39544,42946,42022,43947,42529,43515,45314,49561
17,127,IL,Massac County,35362,34198,37767,38461,38735,38302,39636,39308,40837,44274
17,129,IL,Menard County,51512,53135,52013,55268,57884,55260,58075,58900,62001,65496
17,131,IL,Mercer County,46383,46446,46653,48778,51437,54533,46871,52351,52503,57926
17,133,IL,Monroe County,63697,62322,62190,66748,70904,71342,69731,71766,72265,76616
17,135,IL,Montgomery County,35938,35478,38769,39530,41358,37458,42468,49430,45365,45385
17,137,IL,Morgan County,39335,39952,41861,41833,45944,42672,43753,43210,47514,51901
17,139,IL,Moultrie County,43571,41423,43971,46868,48447,45758,47459,49994,50859,52175
17,141,IL,Ogle County,48508,51690,49648,54425,56452,52197,53402,55009,52976,55271
17,143,IL,Peoria County,42705,44139,45724,47150,49634,47330,50166,49022,47310,51942
17,145,IL,Perry County,35243,35812,39408,38983,41224,40276,38916,40167,40877,45734
17,147,IL,Piatt County,49792,49721,52764,55009,59515,58519,54350,61339,63656,70868
17,149,IL,Pike County,35201,36859,32932,39219,40205,38191,37172,38743,40087,41746
17,151,IL,Pope County,32625,32954,34985,36421,38071,37177,37926,37757,38588,42121
17,153,IL,Pulaski County,27813,27059,29444,31087,31261,32671,33262,31742,32510,38025
17,155,IL,Putnam County,49827,49985,53724,55134,57786,56372,52564,51518,58776,64238
17,157,IL,Randolph County,38944,40169,41702,42980,45276,43160,46410,44708,46817,48658
17,159,IL,Richland County,34738,34351,36107,38467,39267,40037,40893,42369,41667,45332
17,161,IL,Rock Island County,40154,41509,43527,45209,45606,48668,45114,44487,49875,51053
17,163,IL,St. Clair County,42190,42793,46188,46428,47876,46368,47027,49634,46921,51163
17,165,IL,Saline County,31438,31565,32755,33724,33812,35723,37170,35999,38056,42904
17,167,IL,Sangamon County,46022,46272,48491,48330,53408,52581,51057,51537,55386,57539
17,169,IL,Schuyler County,39415,40636,39557,41023,43053,44814,45481,43744,47766,53955
17,171,IL,Scott County,40509,42543,42001,44254,45456,49450,48890,48361,47541,50195
17,173,IL,Shelby County,40251,44757,41953,41337,46378,44956,45474,45964,47428,52962
17,175,IL,Stark County,40496,44329,41181,43043,45357,46211,49280,46913,48225,56314
17,177,IL,Stephenson County,41846,44068,41407,43450,43247,44307,42869,42661,45907,46594
17,179,IL,Tazewell County,49054,49379,50375,52745,55964,53904,50737,50106,60403,61203
17,181,IL,Union County,34584,34663,36708,37923,39090,38080,39764,39099,41054,45823
17,183,IL,Vermilion County,36233,35889,38817,38036,41292,37167,38534,40742,40709,46338
17,185,IL,Wabash County,38937,38283,39223,45931,43642,42564,42129,48154,46323,51940
17,187,IL,Warren County,38642,38008,40172,41477,43558,43296,43881,44818,43045,49669
17,189,IL,Washington County,45124,48143,46949,48727,52103,50299,51209,50465,54564,58735
17,191,IL,Wayne County,35168,34542,35403,37783,38114,40497,40630,40178,43662,46899
17,193,IL,White County,33708,35198,34565,39797,40118,38905,39964,41706,42911,46354
17,195,IL,Whiteside County,41318,40439,43107,43920,47045,45359,45606,45930,45818,53443
17,197,IL,Will County,66417,68592,72863,71597,76561,72478,71344,72053,72395,76770
17,199,IL,Williamson County,36261,35923,37571,38914,38721,39386,43004,41079,41033,46609
17,201,IL,Winnebago County,43942,43807,45319,48394,47646,44390,44336,44353,49060,48915
17,203,IL,Woodford County,57561,58336,60179,62349,64944,64748,65931,65998,69806,72640
18,000,IN,Indiana,43217,44051,45414,47422,48010,45427,44616,46410,46954,48014
18,001,IN,Adams County,43781,45381,41976,46601,43304,42994,43121,47265,42944,51247
18,003,IN,Allen County,42867,45506,45844,47947,49110,47284,47014,47411,48795,47629
18,005,IN,Bartholomew County,47091,46172,49681,53395,51850,49888,49045,52669,53475,58817
18,007,IN,Benton County,41414,42467,43645,44637,46441,42994,47520,45644,48692,53490
18,009,IN,Blackford County,36551,37671,38185,40996,38769,38371,38637,38346,38927,42679
18,011,IN,Boone County,59206,60539,63619,65106,72603,66166,66023,63717,69919,72775
18,013,IN,Brown County,46143,47813,49151,52038,50082,48388,46770,53376,49837,55229
18,015,IN,Carroll County,45231,45702,45092,48013,50907,48054,49966,49216,51038,56160
18,017,IN,Cass County,39593,40999,41701,43794,42778,43079,38859,41271,40809,44129
18,019,IN,Clark County,42904,43158,42662,45450,48572,48284,44775,49778,49164,52531
18,021,IN,Clay County,40120,40196,40860,42755,45768,42667,42233,44574,44230,49901
18,023,IN,Clinton County,42951,44979,44485,46258,46368,46315,47229,45712,47748,51039
18,025,IN,Crawford County,35581,34739,37240,37942,38653,36811,39358,37674,39534,41714
18,027,IN,Daviess County,37456,37074,39276,41174,43154,41675,42318,43800,44689,49042
18,029,IN,Dearborn County,54101,54468,55086,56660,56434,55168,55817,56344,57465,59226
18,031,IN,Decatur County,44130,44424,44962,45711,49572,45042,49551,44574,47387,51953
18,033,IN,De Kalb County,46930,45109,46561,49051,48698,44702,46781,46262,48116,54052
18,035,IN,Delaware County,35843,35163,35698,38501,39190,35935,36362,37208,37339,39214
18,037,IN,Dubois County,50215,51191,49399,54404,53779,54687,51885,51936,53814,60166
18,039,IN,Elkhart County,46897,45811,47309,49395,49989,43531,42168,44354,45806,48298
18,041,IN,Fayette County,39393,40714,40957,39948,37548,35343,36734,37292,39998,43888
18,043,IN,Floyd County,47243,48039,50733,52734,50768,51812,49117,51210,53367,59074
18,045,IN,Fountain County,40879,41832,41768,42847,44377,43678,43947,44508,47905,45467
18,047,IN,Franklin County,47515,47711,49430,51541,51741,49117,48938,51106,45992,58242
18,049,IN,Fulton County,40815,41289,38956,45944,45964,39535,40856,42417,44300,48465
18,051,IN,Gibson County,44752,43371,44010,47197,47795,47446,45383,46570,49320,52415
18,053,IN,Grant County,37195,36733,38939,37131,38677,38629,35976,38745,39151,41879
18,055,IN,Greene County,37849,37441,36480,41419,41378,41394,41504,42877,42684,47444
18,057,IN,Hamilton County,82196,79927,76891,83059,85829,76878,82054,84939,88429,87757
18,059,IN,Hancock County,62657,60343,62442,65421,64783,59652,62195,61540,66131,73318
18,061,IN,Harrison County,46893,46420,49196,50418,51964,48028,48775,49551,50704,54738
18,063,IN,Hendricks County,63058,59720,62312,66432,67429,67011,66080,64239,70886,72075
18,065,IN,Henry County,41157,42698,41459,42306,42416,39989,40732,36572,41565,44609
18,067,IN,Howard County,45588,45725,44964,45569,49140,47108,41786,40997,42148,48475
18,069,IN,Huntington County,43165,43945,45289,46756,46289,44820,46530,47326,43552,48224
18,071,IN,Jackson County,43134,40939,43050,44935,47428,41861,46562,44921,46573,52492
18,073,IN,Jasper County,47557,48016,50675,49945,55706,53325,55267,52559,54092,56781
18,075,IN,Jay County,38167,33813,36489,40623,41800,38453,38117,38572,42410,44712
18,077,IN,Jefferson County,40906,39527,41618,45106,42646,42204,41654,40386,43104,47785
18,079,IN,Jennings County,41330,42735,42822,42634,43823,41588,41869,42577,46023,48450
18,081,IN,Johnson County,55594,56854,60804,60381,62100,57634,58695,61477,61671,62479
18,083,IN,Knox County,34668,38175,35722,40042,39509,37805,39123,38653,41356,47048
18,085,IN,Kosciusko County,48998,47567,48410,50815,50685,47152,47811,50823,50153,54072
18,087,IN,Lagrange County,46841,48857,48693,50487,51160,45578,44151,42119,47870,55548
18,089,IN,Lake County,40894,42917,46389,47998,50042,47054,45252,48143,48015,50460
18,091,IN,La Porte County,41906,45537,46596,44620,46388,46022,44039,47201,46127,49707
18,093,IN,Lawrence County,39297,40009,38101,42018,43165,39398,41305,43471,39447,47351
18,095,IN,Madison County,40480,40747,41341,43094,44453,41774,39449,41766,42707,42795
18,097,IN,Marion County,42702,42129,42072,45160,43823,41201,39393,39957,41586,42357
18,099,IN,Marshall County,45040,46990,50640,50647,50284,46767,43283,46301,46129,49527
18,101,IN,Martin County,39421,40303,41787,43574,44900,42825,43854,44715,44597,50933
18,103,IN,Miami County,41280,40967,43129,44636,43903,39392,40466,43287,43608,47427
18,105,IN,Monroe County,36224,35728,38508,39563,40891,36061,38348,40262,39309,44597
18,107,IN,Montgomery County,43486,44177,45454,48453,47958,47134,41853,43176,45404,54121
18,109,IN,Morgan County,51378,51329,53515,53617,56309,55411,53738,53690,52886,60466
18,111,IN,Newton County,43726,46739,48813,45107,49269,47764,48043,44418,50129,56991
18,113,IN,Noble County,44255,48445,45196,46924,47651,43350,45269,46690,44192,51886
18,115,IN,Ohio County,43448,43969,46416,48099,50244,49541,47937,48788,49301,55495
18,117,IN,Orange County,33684,33691,34489,38036,38441,36620,35999,37910,38651,42551
18,119,IN,Owen County,38589,38958,41414,42291,42752,41422,42658,41004,41106,46597
18,121,IN,Parke County,37467,38240,39916,37932,41907,41011,42749,40790,41311,45676
18,123,IN,Perry County,39472,39472,41426,42711,48039,44652,41446,45234,42942,49957
18,125,IN,Pike County,39972,38496,40996,38325,45825,40452,39684,42482,44977,50169
18,127,IN,Porter County,56935,56496,58176,59992,62676,60718,56648,62178,63879,67664
18,129,IN,Posey County,50765,52740,57018,55562,54320,55517,56159,55488,61587,63251
18,131,IN,Pulaski County,39066,41106,41275,42651,42709,44483,41794,43971,41818,48884
18,133,IN,Putnam County,42273,43760,44339,48290,50463,47394,44437,46961,47161,54964
18,135,IN,Randolph County,37877,38805,38143,40071,42279,37021,40806,39611,40656,43978
18,137,IN,Ripley County,45555,45822,46275,49651,51603,44179,45951,47900,48227,50884
18,139,IN,Rush County,42623,43755,44326,45246,45882,43716,45464,44416,44979,51282
18,141,IN,St. Joseph County,41365,41565,44053,44706,43931,43544,42316,43813,45248,42352
18,143,IN,Scott County,37193,36156,38422,39451,41304,38812,39134,38826,40299,46787
18,145,IN,Shelby County,45910,47161,50647,48708,52700,50611,46619,49437,49965,53734
18,147,IN,Spencer County,46831,45208,48529,52269,53781,49006,47726,53464,55824,53692
18,149,IN,Starke County,38913,39745,40511,40838,40950,40369,38317,42088,41700,42621
18,151,IN,Steuben County,43032,44209,47351,46628,48403,45879,45431,45957,46412,49753
18,153,IN,Sullivan County,35882,37254,39647,40957,41784,39091,42481,42608,41223,46013
18,155,IN,Switzerland County,38502,39750,42316,42987,42209,41837,42268,42285,42497,47469
18,157,IN,Tippecanoe County,40036,40721,40618,42325,45330,41917,41722,43339,43529,50483
18,159,IN,Tipton County,51512,51808,51684,54536,54089,52423,54171,53300,53917,58218
18,161,IN,Union County,41569,45307,42998,41103,42272,43630,44337,43540,44796,49888
18,163,IN,Vanderburgh County,39117,41464,39963,42512,41731,42404,41024,43570,41784,44306
18,165,IN,Vermillion County,39545,40117,40011,43637,42707,40164,42613,45089,42709,43706
18,167,IN,Vigo County,35736,35763,35686,37381,39250,37876,39089,39173,40091,41954
18,169,IN,Wabash County,42009,42705,43664,45522,46192,42076,42990,42032,45849,48574
18,171,IN,Warren County,46477,47674,44431,49596,52888,50841,50349,49095,53781,57575
18,173,IN,Warrick County,55677,54475,61530,60748,55960,58436,59195,63543,60551,65513
18,175,IN,Washington County,38787,38005,39521,37288,42017,40419,39945,39085,41598,47499
18,177,IN,Wayne County,36145,35557,39105,39239,40783,38909,36424,36559,35220,39402
18,179,IN,Wells County,45645,45822,48819,45662,51730,48000,45492,49234,49264,53071
18,181,IN,White County,41890,42877,40188,44881,45114,46495,43487,45748,48274,52696
18,183,IN,Whitley County,47981,47709,51228,57903,49996,48451,49989,48192,52081,56073
19,000,IA,Iowa,42865,43610,44560,47324,49007,48065,48031,49545,50997,52808
19,001,IA,Adair County,41406,39568,38977,45478,44824,47553,45540,44701,46917,52359
19,003,IA,Adams County,35149,35296,34832,37307,40393,38191,39781,42062,42338,48166
19,005,IA,Allamakee County,37215,36822,40274,40272,39049,44119,45881,39670,45923,48555
19,007,IA,Appanoose County,32164,31764,33191,34349,33842,33663,35352,36693,38685,41259
19,009,IA,Audubon County,38935,38941,38948,39422,42206,45280,45563,45310,47823,51812
19,011,IA,Benton County,48531,48713,49756,54417,57029,56592,54283,54222,59333,64399
19,013,IA,Black Hawk County,41125,40502,42233,41965,45647,42753,44046,43037,48625,48454
19,015,IA,Boone County,46134,45009,48434,49733,48026,51678,51723,50758,51399,56402
19,017,IA,Bremer County,47568,46665,48803,51838,56456,54482,55606,57646,60034,66295
19,019,IA,Buchanan County,42481,43627,43976,47329,50220,51052,50026,52930,54382,59187
19,021,IA,Buena Vista County,38668,37363,38943,39858,44152,43864,44795,46356,45582,51312
19,023,IA,Butler County,42096,40738,42335,45525,47798,50400,49703,51560,51605,58745
19,025,IA,Calhoun County,38305,37575,37535,42152,43799,44833,44859,46171,47044,51974
19,027,IA,Carroll County,43253,42631,44927,47285,48792,46086,49536,49251,50372,55989
19,029,IA,Cass County,37276,37900,38490,39215,40716,40358,40867,41329,44906,48147
19,031,IA,Cedar County,47767,46932,49076,52237,55566,52600,55413,57890,57084,60369
19,033,IA,Cerro Gordo County,40045,39414,40750,45039,45023,44494,43982,43120,43822,49399
19,035,IA,Cherokee County,40501,41435,41520,42913,45349,44474,46305,47570,48794,56655
19,037,IA,Chickasaw County,40374,44023,41388,42630,42814,43990,45083,47311,48963,54985
19,039,IA,Clarke County,38793,39742,40186,42879,43556,42384,43016,42670,44043,46326
19,041,IA,Clay County,41339,41087,40521,43438,44746,44294,44395,50289,48190,55953
19,043,IA,Clayton County,38549,40222,40019,41407,46462,43387,41940,44370,44236,51930
19,045,IA,Clinton County,40501,41243,41979,42889,46851,47020,46577,45600,46217,53459
19,047,IA,Crawford County,39478,39573,39107,41713,44444,42916,45637,44197,48775,52733
19,049,IA,Dallas County,59563,61782,60471,65917,69052,71854,68568,72146,73052,84443
19,051,IA,Davis County,36262,36823,39299,40792,43342,42741,40145,40673,42459,48341
19,053,IA,Decatur County,29213,29964,35153,31964,33939,32242,34250,33803,37561,40425
19,055,IA,Delaware County,43276,43658,44339,43529,49636,48574,45910,50231,54718,58878
19,057,IA,Des Moines County,38825,40337,40405,41553,43489,41273,42191,43721,42082,45350
19,059,IA,Dickinson County,43949,44910,45439,47733,50185,50069,49295,52821,51885,62399
19,061,IA,Dubuque County,43483,44247,45521,46820,49160,46894,49493,52084,50137,54496
19,063,IA,Emmet County,37525,38237,39560,39717,42568,42979,41519,44556,44060,51072
19,065,IA,Fayette County,35662,35152,36265,39567,40706,41809,41163,41547,43039,48555
19,067,IA,Floyd County,40050,39841,39527,43541,43393,43288,42233,44478,43478,51893
19,069,IA,Franklin County,41044,41728,42091,44186,47270,46082,45383,47396,51139,51747
19,071,IA,Fremont County,42037,40812,42885,46741,45979,45897,47513,51410,50826,55564
19,073,IA,Greene County,39386,39374,37707,41823,45911,44476,46947,44271,46295,52120
19,075,IA,Grundy County,47738,45878,49701,51745,58547,55901,55302,54645,57011,66255
19,077,IA,Guthrie County,42477,42449,44148,47685,48430,48626,48064,47762,49400,58226
19,079,IA,Hamilton County,43587,43974,44792,47603,49612,46994,46574,45331,51773,55113
19,081,IA,Hancock County,43800,43296,43537,46563,47588,48040,48195,50935,49006,59749
19,083,IA,Hardin County,39445,37958,39097,44474,46240,44705,46411,46708,48445,56227
19,085,IA,Harrison County,42627,41410,43271,47193,50362,50368,50845,49921,50963,57669
19,087,IA,Henry County,41831,41924,43759,43867,47353,43887,43228,45330,45647,53685
19,089,IA,Howard County,39141,37539,42776,43408,42318,42421,40919,45450,48169,50135
19,091,IA,Humboldt County,42717,42907,41593,44788,49027,46437,46300,48954,51637,57101
19,093,IA,Ida County,40421,38649,42597,44366,44890,44892,47035,48480,51014,56312
19,095,IA,Iowa County,46995,47959,49792,52444,54129,52079,52592,53984,55723,62800
19,097,IA,Jackson County,38603,39206,38489,41948,41944,44567,42274,44840,45885,49226
19,099,IA,Jasper County,46277,46303,44923,47834,48734,48439,46565,50469,51723,58595
19,101,IA,Jefferson County,35315,36341,37776,39900,43257,41523,40158,39743,40921,45782
19,103,IA,Johnson County,44426,44466,46415,51587,54871,48955,51014,53570,52934,56230
19,105,IA,Jones County,40467,42292,42856,44657,46012,48254,46600,50929,52442,58402
19,107,IA,Keokuk County,38567,39072,40485,42501,42683,42969,42999,42766,44648,51627
19,109,IA,Kossuth County,40394,39878,41227,45953,46389,47812,47930,46294,51137,60788
